id,asunto,cuerpo,es_spam
3134,Confirmación de tu pedido,Adjunto encontrarás la consulta de seguimiento que solicitaste...,0
3135,Informe semanal de desempeño,"Hola, te confirmo que la reunión será el próximo lunes...",0
3136,Detalles de tu reserva,Te recordamos que tienes una cita médica programada para el martes...,0
3137,Consulta de seguimiento,"Hola, te confirmo que la reunión será el próximo lunes...",0
3138,Información importante sobre tu seguro,Adjunto encontrarás la consulta de seguimiento que solicitaste...,0
3139,Detalles de tu reserva,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
3140,Actualización de política de privacidad,Estás invitado a nuestro evento de networking el próximo viernes...,0
3141,Invitación a evento,Adjunto encontrarás la consulta de seguimiento que solicitaste...,0
3142,Recordatorio de cita médica,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
3143,Informe semanal de desempeño,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
3144,Detalles de tu reserva,Aquí tienes el informe semanal de desempeño del equipo...,0
3145,Invitación a evento,Estos son los detalles de tu reserva para el evento del sábado...,0
3146,Información importante sobre tu seguro,Estos son los detalles de tu reserva para el evento del sábado...,0
3147,Información importante sobre tu seguro,Aquí tienes el informe semanal de desempeño del equipo...,0
3148,Informe semanal de desempeño,"Estimado cliente, revisa la nueva póliza de seguro que hemos actualizado...",0
3149,Recordatorio de cita médica,"Hola, te confirmo que la reunión será el próximo lunes...",0
3150,Resumen de cuenta mensual,Adjunto encontrarás la consulta de seguimiento que solicitaste...,0
3151,Detalles de tu reserva,Estos son los detalles de tu reserva para el evento del sábado...,0
3152,Actualización de política de privacidad,Te recordamos que tienes una cita médica programada para el martes...,0
3153,Reunión de trabajo,Adjunto encontrarás la consulta de seguimiento que solicitaste...,0
3154,Recordatorio de cita médica,Adjunto encontrarás la consulta de seguimiento que solicitaste...,0
3155,Invitación a evento,Estos son los detalles de tu reserva para el evento del sábado...,0
3156,Consulta de seguimiento,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
3157,Resumen de cuenta mensual,Adjunto encontrarás la consulta de seguimiento que solicitaste...,0
3158,Consulta de seguimiento,Estás invitado a nuestro evento de networking el próximo viernes...,0
3159,Invitación a evento,Te recordamos que tienes una cita médica programada para el martes...,0
3160,Consulta de seguimiento,"Hola, te confirmo que la reunión será el próximo lunes...",0
3161,Reunión de trabajo,Estos son los detalles de tu reserva para el evento del sábado...,0
3162,Consulta de seguimiento,"Por favor, revisa la actualización de nuestra política de privacidad...",0
3163,Invitación a evento,Adjunto encontrarás la consulta de seguimiento que solicitaste...,0
3164,Reunión de trabajo,Aquí tienes el informe semanal de desempeño del equipo...,0
3165,Confirmación de tu pedido,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
3166,Resumen de cuenta mensual,"Hola, te confirmo que la reunión será el próximo lunes...",0
3167,Información importante sobre tu seguro,Aquí tienes el informe semanal de desempeño del equipo...,0
3168,Consulta de seguimiento,Te recordamos que tienes una cita médica programada para el martes...,0
3169,Información importante sobre tu seguro,Adjunto encontrarás la consulta de seguimiento que solicitaste...,0
3170,Informe semanal de desempeño,Estás invitado a nuestro evento de networking el próximo viernes...,0
3171,Confirmación de tu pedido,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
3172,Consulta de seguimiento,"Hola, te confirmo que la reunión será el próximo lunes...",0
3173,Consulta de seguimiento,Te recordamos que tienes una cita médica programada para el martes...,0
3174,Informe semanal de desempeño,Te recordamos que tienes una cita médica programada para el martes...,0
3175,Actualización de política de privacidad,"Por favor, revisa la actualización de nuestra política de privacidad...",0
3176,Reunión de trabajo,Estos son los detalles de tu reserva para el evento del sábado...,0
3177,Resumen de cuenta mensual,"Por favor, revisa la actualización de nuestra política de privacidad...",0
3178,Información importante sobre tu seguro,"Hola, te confirmo que la reunión será el próximo lunes...",0
3179,Invitación a evento,Estás invitado a nuestro evento de networking el próximo viernes...,0
3180,Reunión de trabajo,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
3181,Confirmación de tu pedido,Adjunto encontrarás la consulta de seguimiento que solicitaste...,0
3182,Actualización de política de privacidad,Aquí tienes el informe semanal de desempeño del equipo...,0
3183,Confirmación de tu pedido,"Por favor, revisa la actualización de nuestra política de privacidad...",0
3184,Detalles de tu reserva,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
3185,Reunión de trabajo,Aquí tienes el informe semanal de desempeño del equipo...,0
3186,Detalles de tu reserva,"Estimado cliente, revisa la nueva póliza de seguro que hemos actualizado...",0
3187,Confirmación de tu pedido,Estás invitado a nuestro evento de networking el próximo viernes...,0
3188,Detalles de tu reserva,Estos son los detalles de tu reserva para el evento del sábado...,0
3189,Recordatorio de cita médica,Estás invitado a nuestro evento de networking el próximo viernes...,0
3190,Reunión de trabajo,"Estimado cliente, revisa la nueva póliza de seguro que hemos actualizado...",0
3191,Invitación a evento,Aquí tienes el informe semanal de desempeño del equipo...,0
3192,Información importante sobre tu seguro,Estos son los detalles de tu reserva para el evento del sábado...,0
3193,Detalles de tu reserva,Aquí tienes el informe semanal de desempeño del equipo...,0
3194,Resumen de cuenta mensual,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
3195,Recordatorio de cita médica,"Hola, te confirmo que la reunión será el próximo lunes...",0
3196,Detalles de tu reserva,Adjunto encontrarás la consulta de seguimiento que solicitaste...,0
3197,Consulta de seguimiento,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
3198,Invitación a evento,Estás invitado a nuestro evento de networking el próximo viernes...,0
3199,Actualización de política de privacidad,"Por favor, revisa la actualización de nuestra política de privacidad...",0
3200,Actualización de política de privacidad,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
3201,Reunión de trabajo,"Por favor, revisa la actualización de nuestra política de privacidad...",0
3202,Actualización de política de privacidad,Estos son los detalles de tu reserva para el evento del sábado...,0
3203,Reunión de trabajo,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
3204,Informe semanal de desempeño,Estás invitado a nuestro evento de networking el próximo viernes...,0
3205,Actualización de política de privacidad,Estos son los detalles de tu reserva para el evento del sábado...,0
3206,Consulta de seguimiento,Estos son los detalles de tu reserva para el evento del sábado...,0
3207,Invitación a evento,Adjunto encontrarás la consulta de seguimiento que solicitaste...,0
3208,Confirmación de tu pedido,Te recordamos que tienes una cita médica programada para el martes...,0
3209,Reunión de trabajo,"Por favor, revisa la actualización de nuestra política de privacidad...",0
3210,Detalles de tu reserva,Adjunto encontrarás la consulta de seguimiento que solicitaste...,0
3211,Información importante sobre tu seguro,Estos son los detalles de tu reserva para el evento del sábado...,0
3212,Recordatorio de cita médica,Estás invitado a nuestro evento de networking el próximo viernes...,0
3213,Invitación a evento,Aquí tienes el informe semanal de desempeño del equipo...,0
3214,Consulta de seguimiento,"Hola, te confirmo que la reunión será el próximo lunes...",0
3215,Detalles de tu reserva,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
3216,Resumen de cuenta mensual,"Estimado cliente, revisa la nueva póliza de seguro que hemos actualizado...",0
3217,Actualización de política de privacidad,Estás invitado a nuestro evento de networking el próximo viernes...,0
3218,Reunión de trabajo,"Estimado cliente, revisa la nueva póliza de seguro que hemos actualizado...",0
3219,Reunión de trabajo,Te recordamos que tienes una cita médica programada para el martes...,0
3220,Reunión de trabajo,Estás invitado a nuestro evento de networking el próximo viernes...,0
3221,Confirmación de tu pedido,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
3222,Detalles de tu reserva,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
3223,Invitación a evento,Adjunto encontrarás la consulta de seguimiento que solicitaste...,0
3224,Actualización de política de privacidad,"Estimado cliente, revisa la nueva póliza de seguro que hemos actualizado...",0
3225,Consulta de seguimiento,"Hola, te confirmo que la reunión será el próximo lunes...",0
3226,Recordatorio de cita médica,"Hola, te confirmo que la reunión será el próximo lunes...",0
3227,Consulta de seguimiento,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
3228,Detalles de tu reserva,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
3229,Detalles de tu reserva,Estás invitado a nuestro evento de networking el próximo viernes...,0
3230,Resumen de cuenta mensual,"Hola, te confirmo que la reunión será el próximo lunes...",0
3231,Consulta de seguimiento,Te recordamos que tienes una cita médica programada para el martes...,0
3232,Detalles de tu reserva,Adjunto encontrarás la consulta de seguimiento que solicitaste...,0
3233,Informe semanal de desempeño,"Estimado cliente, revisa la nueva póliza de seguro que hemos actualizado...",0
3234,Invitación a evento,Adjunto encontrarás la consulta de seguimiento que solicitaste...,0
3235,Resumen de cuenta mensual,"Hola, te confirmo que la reunión será el próximo lunes...",0
3236,Confirmación de tu pedido,"Estimado cliente, revisa la nueva póliza de seguro que hemos actualizado...",0
3237,Consulta de seguimiento,Adjunto encontrarás la consulta de seguimiento que solicitaste...,0
3238,Información importante sobre tu seguro,Aquí tienes el informe semanal de desempeño del equipo...,0
3239,Informe semanal de desempeño,Estás invitado a nuestro evento de networking el próximo viernes...,0
3240,Recordatorio de cita médica,"Hola, te confirmo que la reunión será el próximo lunes...",0
3241,Invitación a evento,Estás invitado a nuestro evento de networking el próximo viernes...,0
